#v110,,,,,
#物品编号,男(外)观,女(外)观,触发脚本,,
#type_id,res_male,res_female,script,,
11100001,60000,50000,null,,
11100002,20001,10001,null,,
11100003,20001,10001,null,,
11101011,60001,50001,null,,
11101021,20002,10002,null,,
11101091,20002,10002,null,,
11101031,0,0,null,,
11101041,0,0,null,,
11101051,0,0,null,,
11101061,0,0,null,,
11101071,0,0,null,,
11101081,0,0,null,,
11102011,60002,50002,null,,
11102021,20002,10002,null,,
11102091,20002,10002,null,,
11102031,0,0,null,,
11102041,0,0,null,,
11102051,0,0,null,,
11102061,0,0,null,,
11102071,0,0,null,,
11102081,0,0,null,,
11103011,60003,50003,null,,
11103021,20003,10003,null,,
11103091,20003,10003,null,,
11103031,0,0,null,,
11103041,0,0,null,,
11103051,0,0,null,,
11103061,0,0,null,,
11103071,0,0,null,,
11103081,0,0,null,,
11104011,60004,50004,null,,
11104021,0,0,null,,
11104091,0,0,null,,
11104031,0,0,null,,
11104041,0,0,null,,
11104051,0,0,null,,
11104061,0,0,null,,
11104071,0,0,null,,
11104081,0,0,null,,
11105011,60005,50005,null,,
11105021,20003,10003,null,,
11105091,20003,10003,null,,
11105031,0,0,null,,
11105041,0,0,null,,
11105051,0,0,null,,
11105061,0,0,null,,
11105071,0,0,null,,
11105081,0,0,null,,
11106011,60006,50006,null,,
11106021,20004,10004,null,,
11106091,20004,10004,null,,
11106031,0,0,null,,
11106041,0,0,null,,
11106051,0,0,null,,
11106061,0,0,null,,
11106071,0,0,null,,
11106081,0,0,null,,
11107011,60007,50007,null,,
11107021,20005,10005,null,,
11107091,20005,10005,null,,
11107031,0,0,null,,
11107041,0,0,null,,
11107051,0,0,null,,
11107061,0,0,null,,
11107071,0,0,null,,
11107081,0,0,null,,
11108011,60008,50008,null,,
11108021,20006,10006,null,,
11108091,20006,10006,null,,
11108031,0,0,null,,
11108041,0,0,null,,
11108051,0,0,null,,
11108061,0,0,null,,
11108071,0,0,null,,
11108081,0,0,null,,
11109011,60009,50009,null,,
11109021,20007,10007,null,,
11109091,20007,10007,null,,
11109031,0,0,null,,
11109041,0,0,null,,
11109051,0,0,null,,
11109061,0,0,null,,
11109071,0,0,null,,
11109081,0,0,null,,
11110011,60010,50010,null,,
11110021,20008,10008,null,,
11110091,20008,10008,null,,
11110031,0,0,null,,
11110041,0,0,null,,
11110051,0,0,null,,
11110061,0,0,null,,
11110071,0,0,null,,
11110081,0,0,null,,
11111011,60011,50011,null,,
11111021,20009,10009,null,,
11111091,20009,10009,null,,
11111031,0,0,null,,
11111041,0,0,null,,
11111051,0,0,null,,
11111061,0,0,null,,
11111071,0,0,null,,
11111081,0,0,null,,
11112011,60012,50012,null,,
11112021,20010,10010,null,,
11112091,20010,10010,null,,
11112031,0,0,null,,
11112041,0,0,null,,
11112051,0,0,null,,
11112061,0,0,null,,
11112071,0,0,null,,
11112081,0,0,null,,
11113011,60013,50013,null,,
11113021,20011,10011,null,,
11113091,20011,10011,null,,
11113031,0,0,null,,
11113041,0,0,null,,
11113051,0,0,null,,
11113061,0,0,null,,
11113071,0,0,null,,
11113081,0,0,null,,
11114011,60014,50014,null,,
11114021,20012,10012,null,,
11114091,20012,10012,null,,
11114031,0,0,null,,
11114041,0,0,null,,
11114051,0,0,null,,
11114061,0,0,null,,
11114071,0,0,null,,
11114081,0,0,null,,
11115011,60015,50015,null,,
11115021,20013,10013,null,,
11115091,20013,10013,null,,
11115031,0,0,null,,
11115041,0,0,null,,
11115051,0,0,null,,
11115061,0,0,null,,
11115071,0,0,null,,
11115081,0,0,null,,
11116011,60016,50016,null,,
11116021,20014,10014,null,,
11116091,20014,10014,null,,
11116031,0,0,null,,
11116041,0,0,null,,
11116051,0,0,null,,
11116061,0,0,null,,
11116071,0,0,null,,
11116081,0,0,null,,
12101011,60017,50017,null,,
12101021,20002,10002,null,,
12101091,20002,10002,null,,
12101031,0,0,null,,
12101041,0,0,null,,
12101051,0,0,null,,
12101061,0,0,null,,
12101071,0,0,null,,
12101081,0,0,null,,
12102011,60018,50018,null,,
12102021,20002,10002,null,,
12102091,20002,10002,null,,
12102031,0,0,null,,
12102041,0,0,null,,
12102051,0,0,null,,
12102061,0,0,null,,
12102071,0,0,null,,
12102081,0,0,null,,
12103011,60019,50019,null,,
12103021,20018,10018,null,,
12103091,20018,10018,null,,
12103031,0,0,null,,
12103041,0,0,null,,
12103051,0,0,null,,
12103061,0,0,null,,
12103071,0,0,null,,
12103081,0,0,null,,
12104011,60020,50020,null,,
12104021,0,0,null,,
12104091,0,0,null,,
12104031,0,0,null,,
12104041,0,0,null,,
12104051,0,0,null,,
12104061,0,0,null,,
12104071,0,0,null,,
12104081,0,0,null,,
12105011,60021,50021,null,,
12105021,20019,10019,null,,
12105091,20019,10019,null,,
12105031,0,0,null,,
12105041,0,0,null,,
12105051,0,0,null,,
12105061,0,0,null,,
12105071,0,0,null,,
12105081,0,0,null,,
12106011,60047,50047,null,,
12106021,20020,10020,null,,
12106091,20020,10020,null,,
12106031,0,0,null,,
12106041,0,0,null,,
12106051,0,0,null,,
12106061,0,0,null,,
12106071,0,0,null,,
12106081,0,0,null,,
12107011,60022,50022,null,,
12107021,20005,10005,null,,
12107091,20005,10005,null,,
12107031,0,0,null,,
12107041,0,0,null,,
12107051,0,0,null,,
12107061,0,0,null,,
12107071,0,0,null,,
12107081,0,0,null,,
12108011,60023,50023,null,,
12108021,20021,10021,null,,
12108091,20021,10021,null,,
12108031,0,0,null,,
12108041,0,0,null,,
12108051,0,0,null,,
12108061,0,0,null,,
12108071,0,0,null,,
12108081,0,0,null,,
12109011,60024,50024,null,,
12109021,20022,10022,null,,
12109091,20022,10022,null,,
12109031,0,0,null,,
12109041,0,0,null,,
12109051,0,0,null,,
12109061,0,0,null,,
12109071,0,0,null,,
12109081,0,0,null,,
12110011,60025,50025,null,,
12110021,20023,10023,null,,
12110091,20023,10023,null,,
12110031,0,0,null,,
12110041,0,0,null,,
12110051,0,0,null,,
12110061,0,0,null,,
12110071,0,0,null,,
12110081,0,0,null,,
12111011,60026,50026,null,,
12111021,20024,10024,null,,
12111091,20024,10024,null,,
12111031,0,0,null,,
12111041,0,0,null,,
12111051,0,0,null,,
12111061,0,0,null,,
12111071,0,0,null,,
12111081,0,0,null,,
12112011,60027,50027,null,,
12112021,20025,10025,null,,
12112091,20025,10025,null,,
12112031,0,0,null,,
12112041,0,0,null,,
12112051,0,0,null,,
12112061,0,0,null,,
12112071,0,0,null,,
12112081,0,0,null,,
12113011,60028,50028,null,,
12113021,20026,10026,null,,
12113091,20026,10026,null,,
12113031,0,0,null,,
12113041,0,0,null,,
12113051,0,0,null,,
12113061,0,0,null,,
12113071,0,0,null,,
12113081,0,0,null,,
12114011,60029,50029,null,,
12114021,20027,10027,null,,
12114091,20027,10027,null,,
12114031,0,0,null,,
12114041,0,0,null,,
12114051,0,0,null,,
12114061,0,0,null,,
12114071,0,0,null,,
12114081,0,0,null,,
12115011,60030,50030,null,,
12115021,20028,10028,null,,
12115091,20028,10028,null,,
12115031,0,0,null,,
12115041,0,0,null,,
12115051,0,0,null,,
12115061,0,0,null,,
12115071,0,0,null,,
12115081,0,0,null,,
12116011,60031,50031,null,,
12116021,20050,10050,null,,
12116091,20050,10050,null,,
12116031,0,0,null,,
12116041,0,0,null,,
12116051,0,0,null,,
12116061,0,0,null,,
12116071,0,0,null,,
12116081,0,0,null,,
13101011,60032,50032,null,,
13101021,20002,10002,null,,
13101091,20002,10002,null,,
13101031,0,0,null,,
13101041,0,0,null,,
13101051,0,0,null,,
13101061,0,0,null,,
13101071,0,0,null,,
13101081,0,0,null,,
13102011,60033,50033,null,,
13102021,20002,10002,null,,
13102091,20002,10002,null,,
13102031,0,0,null,,
13102041,0,0,null,,
13102051,0,0,null,,
13102061,0,0,null,,
13102071,0,0,null,,
13102081,0,0,null,,
13103011,60034,50034,null,,
13103021,20029,10029,null,,
13103091,20029,10029,null,,
13103031,0,0,null,,
13103041,0,0,null,,
13103051,0,0,null,,
13103061,0,0,null,,
13103071,0,0,null,,
13103081,0,0,null,,
13104011,60036,50036,null,,
13104021,0,0,null,,
13104091,0,0,null,,
13104031,0,0,null,,
13104041,0,0,null,,
13104051,0,0,null,,
13104061,0,0,null,,
13104071,0,0,null,,
13104081,0,0,null,,
13105011,60048,50048,null,,
13105021,20029,10029,null,,
13105091,20029,10029,null,,
13105031,0,0,null,,
13105041,0,0,null,,
13105051,0,0,null,,
13105061,0,0,null,,
13105071,0,0,null,,
13105081,0,0,null,,
13106011,60036,50036,null,,
13106021,20030,10030,null,,
13106091,20030,10030,null,,
13106031,0,0,null,,
13106041,0,0,null,,
13106051,0,0,null,,
13106061,0,0,null,,
13106071,0,0,null,,
13106081,0,0,null,,
13107011,60037,50037,null,,
13107021,20031,10031,null,,
13107091,20031,10031,null,,
13107031,0,0,null,,
13107041,0,0,null,,
13107051,0,0,null,,
13107061,0,0,null,,
13107071,0,0,null,,
13107081,0,0,null,,
13108011,60038,50038,null,,
13108021,20032,10032,null,,
13108091,20032,10032,null,,
13108031,0,0,null,,
13108041,0,0,null,,
13108051,0,0,null,,
13108061,0,0,null,,
13108071,0,0,null,,
13108081,0,0,null,,
13109011,60039,50039,null,,
13109021,20033,10033,null,,
13109091,20033,10033,null,,
13109031,0,0,null,,
13109041,0,0,null,,
13109051,0,0,null,,
13109061,0,0,null,,
13109071,0,0,null,,
13109081,0,0,null,,
13110011,60040,50040,null,,
13110021,20034,10034,null,,
13110091,20034,10034,null,,
13110031,0,0,null,,
13110041,0,0,null,,
13110051,0,0,null,,
13110061,0,0,null,,
13110071,0,0,null,,
13110081,0,0,null,,
13111011,60041,50041,null,,
13111021,20035,10035,null,,
13111091,20035,10035,null,,
13111031,0,0,null,,
13111041,0,0,null,,
13111051,0,0,null,,
13111061,0,0,null,,
13111071,0,0,null,,
13111081,0,0,null,,
13112011,60042,50042,null,,
13112021,20036,10036,null,,
13112091,20036,10036,null,,
13112031,0,0,null,,
13112041,0,0,null,,
13112051,0,0,null,,
13112061,0,0,null,,
13112071,0,0,null,,
13112081,0,0,null,,
13113011,60043,50043,null,,
13113021,20037,10037,null,,
13113091,20037,10037,null,,
13113031,0,0,null,,
13113041,0,0,null,,
13113051,0,0,null,,
